,Method,Mark,Dataset,binsize,feature_selection,kmeans_ami,kmeans_ari,ward_ami,ward_ari,silhouette,cosine_ami,cosine_ari
1712,NMF,H3K27me3,PairedTag_Zhu_2021,10,filtered_cell_q_20_70,0.2112287895428843,0.0847028475122392,0.1975281232172554,0.0794297217863258,-0.1180848399643403,,
1713,TFIDF-NMF,H3K27me3,PairedTag_Zhu_2021,10,filtered_cell_q_20_70,0.2515921659848052,0.1036783758118481,0.2402920733812833,0.1090955978076364,-0.1164939967758755,,
1714,NMF,H3K27me3,PairedTag_Zhu_2021,50,filtered_cell_q_20_70,0.236802881235642,0.1001580732145802,0.2347738002780065,0.1046580280271762,-0.0587443910923511,,
1715,TFIDF-NMF,H3K27me3,PairedTag_Zhu_2021,50,filtered_cell_q_20_70,0.3952037001912727,0.1937765805429415,0.4021652850649756,0.2066515484739029,-0.0190033889767426,,
1716,NMF,H3K27me3,PairedTag_Zhu_2021,20,filtered_cell_q_20_70,0.2419474117636317,0.1112118582222692,0.2237560914724431,0.1027612160914967,-0.0846416672789254,,
1717,TFIDF-NMF,H3K27me3,PairedTag_Zhu_2021,20,filtered_cell_q_20_70,0.3828547163586726,0.1800727468855393,0.3957166880800467,0.2086167760936538,-0.0284375678257763,,
1718,NMF,H3K27me3,PairedTag_Zhu_2021,100,filtered_cell_q_20_70,0.2445334195828176,0.0962454500681648,0.2425914182719988,0.117785812569625,-0.0502006098260367,,
1719,TFIDF-NMF,H3K27me3,PairedTag_Zhu_2021,100,filtered_cell_q_20_70,0.4384633705778737,0.2021270505109856,0.4353344605925146,0.2180584407728054,-0.0064471153938503,,
1720,NMF,H3K27me3,PairedTag_Zhu_2021,300,filtered_cell_q_20_70,0.2680768028539612,0.1153879900303142,0.2714544808544974,0.1309879080252078,-0.0438129324131168,,
1721,TFIDF-NMF,H3K27me3,PairedTag_Zhu_2021,300,filtered_cell_q_20_70,0.4357052831358105,0.2143081062508387,0.4276998095829613,0.2157020138722603,-0.0019359710099509,,
1722,NMF,H3K27me3,PairedTag_Zhu_2021,200,filtered_cell_q_20_70,0.3027946817753144,0.1344371022300926,0.3105231519762191,0.1307395002273417,-0.0413085732438024,,
1723,TFIDF-NMF,H3K27me3,PairedTag_Zhu_2021,200,filtered_cell_q_20_70,0.4486376393225917,0.2154723718346929,0.4288423291480391,0.198659894685104,0.0071585043696948,,
1724,NMF,H3K27me3,PairedTag_Zhu_2021,30,filtered_cell_q_20_70,0.2356357773065832,0.1045095000948921,0.2206388726414081,0.1182160191544574,-0.0740574414300413,,
1725,TFIDF-NMF,H3K27me3,PairedTag_Zhu_2021,30,filtered_cell_q_20_70,0.3919777482273391,0.1772393544488664,0.3837473907922871,0.1834786250702332,-0.0384997938068151,,
1726,NMF,H3K27me3,PairedTag_Zhu_2021,500,filtered_q_5,0.1490664173045548,0.022904933412647,0.1151867388581171,0.0003602030328993,-0.2062409341111086,,
1727,TFIDF-NMF,H3K27me3,PairedTag_Zhu_2021,500,filtered_q_5,0.4137833478995915,0.201598712324867,0.4193870182178941,0.2432918833725787,-0.0148923960146542,,
1728,NMF,H3K27me3,PairedTag_Zhu_2021,1000,filtered_q_5,0.1915652503254689,0.0174787298781536,0.2382019104492882,0.025979548398375,-0.1794222489710846,,
1729,TFIDF-NMF,H3K27me3,PairedTag_Zhu_2021,1000,filtered_q_5,0.397547342486214,0.206801238883343,0.3879494319731324,0.1898013438851671,-0.0164177479178842,,
1730,NMF,H3K27me3,PairedTag_Zhu_2021,10,filtered_q_5,0.0584326435160986,0.0105347659184568,0.0350678218201466,0.0015333808674833,-0.32673158301967,,
1731,TFIDF-NMF,H3K27me3,PairedTag_Zhu_2021,10,filtered_q_5,0.3908162000506177,0.1767024280035473,0.3988186073259182,0.2106121502518058,-0.0195885888950259,,
1732,NMF,H3K27me3,PairedTag_Zhu_2021,50,filtered_q_5,0.1838468784941865,0.0194489294380897,0.2176752960563905,0.0435005518641307,-0.229930200707818,,
1733,TFIDF-NMF,H3K27me3,PairedTag_Zhu_2021,50,filtered_q_5,0.4233194252382517,0.2101687042513822,0.4368639920152729,0.2484564207290315,-0.0163672362180803,,
1734,NMF,H3K27me3,PairedTag_Zhu_2021,20,filtered_q_5,0.0333747999884428,0.0040729941600304,0.0383519879045599,0.0050746276518761,-0.3022342688332045,,
1735,TFIDF-NMF,H3K27me3,PairedTag_Zhu_2021,20,filtered_q_5,0.4164290367672983,0.2103859387251267,0.43757231088313,0.2445967133955391,-0.0088782877782521,,
1736,NMF,H3K27me3,PairedTag_Zhu_2021,100,filtered_q_5,0.1417984302070195,0.0259522821183485,0.1559464599340493,0.033117293171275,-0.1913046544784418,,
1737,TFIDF-NMF,H3K27me3,PairedTag_Zhu_2021,100,filtered_q_5,0.4266989311520933,0.1990886600899314,0.4459267227140671,0.2453406771796973,-0.0109343515903545,,
1738,NMF,H3K27me3,PairedTag_Zhu_2021,300,filtered_q_5,0.2251474692616653,0.0517351504630737,0.2571012633532757,0.0551180217778211,-0.1799040241909457,,
1739,TFIDF-NMF,H3K27me3,PairedTag_Zhu_2021,300,filtered_q_5,0.4197706139144926,0.2018596162070468,0.433963010190356,0.2241844967403073,-0.0110833610607002,,
1740,NMF,H3K27me3,PairedTag_Zhu_2021,200,filtered_q_5,0.2259934900917365,0.0268890048747539,0.2357283537896162,0.0496953226497796,-0.2065277032738032,,
1741,TFIDF-NMF,H3K27me3,PairedTag_Zhu_2021,200,filtered_q_5,0.4223768042515208,0.2003500456066283,0.4335514745927249,0.2134561681875026,-0.0118967072593068,,
1742,NMF,H3K27me3,PairedTag_Zhu_2021,30,filtered_q_5,0.1109988102051718,0.0197086386101732,0.0898095982141623,0.0155143401919831,-0.2719345901485228,,
1743,TFIDF-NMF,H3K27me3,PairedTag_Zhu_2021,30,filtered_q_5,0.3984501404294012,0.1780175663384671,0.4021114792660811,0.2141307679057786,-0.0354144990941576,,
1744,NMF,H3K27me3,PairedTag_Zhu_2021,500,filtered_cell_q_0_50,0.2117335392698908,0.0737515802762116,0.2101095000537013,0.0818516048594961,-0.0836622243198984,,
1745,TFIDF-NMF,H3K27me3,PairedTag_Zhu_2021,500,filtered_cell_q_0_50,0.3709824208197674,0.160488783016147,0.3574544442803452,0.1612501662510714,-0.0419599115193837,,
1746,NMF,H3K27me3,PairedTag_Zhu_2021,1000,filtered_cell_q_0_50,0.2028443318526339,0.0652379157203597,0.1846130215638008,0.0533339592528847,-0.0778576750475307,,
1747,TFIDF-NMF,H3K27me3,PairedTag_Zhu_2021,1000,filtered_cell_q_0_50,0.3212070860324378,0.1420370288281273,0.3106811021953387,0.1399967152343477,-0.0552701406289717,,
1748,NMF,H3K27me3,PairedTag_Zhu_2021,10,filtered_cell_q_0_50,0.1115242447016103,0.046983153732067,0.0955794689965234,0.0402281251133529,-0.1955227708436777,,
1749,TFIDF-NMF,H3K27me3,PairedTag_Zhu_2021,10,filtered_cell_q_0_50,0.1618199940916341,0.0664344643926844,0.1508325754529174,0.0655858387578602,-0.1461099690617599,,
1750,NMF,H3K27me3,PairedTag_Zhu_2021,50,filtered_cell_q_0_50,0.1268261890303625,0.0537801803994877,0.1192237499753401,0.0577447113878068,-0.0871005817412031,,
1751,TFIDF-NMF,H3K27me3,PairedTag_Zhu_2021,50,filtered_cell_q_0_50,0.3486024009632788,0.1453359069493675,0.3435525068331583,0.1677495494771196,-0.0611681873248177,,
1752,NMF,H3K27me3,PairedTag_Zhu_2021,20,filtered_cell_q_0_50,0.1157142038135498,0.0439469461215247,0.1004175750426079,0.0337388716643981,-0.1658644711516486,,
1753,TFIDF-NMF,H3K27me3,PairedTag_Zhu_2021,20,filtered_cell_q_0_50,0.2837075425200718,0.1357745169302711,0.2844238684496235,0.1398881548851018,-0.0885009121795901,,
1754,NMF,H3K27me3,PairedTag_Zhu_2021,100,filtered_cell_q_0_50,0.1192894360962095,0.040683718818892,0.1099642499495821,0.0387660852409441,-0.0905655794712864,,
1755,TFIDF-NMF,H3K27me3,PairedTag_Zhu_2021,100,filtered_cell_q_0_50,0.3845228536909951,0.162651442573278,0.3844385537520967,0.1817911512553868,-0.0404194257657785,,
1756,NMF,H3K27me3,PairedTag_Zhu_2021,300,filtered_cell_q_0_50,0.1718909494464894,0.0564381015651168,0.1626913696967897,0.0557046374104517,-0.0786582347828483,,
1757,TFIDF-NMF,H3K27me3,PairedTag_Zhu_2021,300,filtered_cell_q_0_50,0.4007557989410512,0.1731701986683073,0.3859674364441774,0.1829058242882613,-0.0397235850925082,,
1758,NMF,H3K27me3,PairedTag_Zhu_2021,200,filtered_cell_q_0_50,0.186184829269249,0.0655450724245698,0.1784494579873883,0.0670830592325752,-0.073557555683138,,
1759,TFIDF-NMF,H3K27me3,PairedTag_Zhu_2021,200,filtered_cell_q_0_50,0.4139804718515706,0.1898711991982733,0.4098563436092934,0.1975293406629285,-0.0325219126781276,,
1760,NMF,H3K27me3,PairedTag_Zhu_2021,30,filtered_cell_q_0_50,0.1202671600607632,0.0496478738421257,0.1027956929717055,0.0216884903440306,-0.1292506093517323,,
1761,TFIDF-NMF,H3K27me3,PairedTag_Zhu_2021,30,filtered_cell_q_0_50,0.3020924133386681,0.138129785502256,0.287920460135538,0.1311633992318328,-0.1009507908060533,,
1762,NMF,H3K27me3,PairedTag_Zhu_2021,500,filtered_cell_q_50_100,0.1844278963902354,0.0481397057807286,0.2476640730687955,0.0735637194336963,-0.1447911461744268,,
1763,TFIDF-NMF,H3K27me3,PairedTag_Zhu_2021,500,filtered_cell_q_50_100,0.4746580076786598,0.2847239446091242,0.4781211041137501,0.309983911418233,0.0458049439819354,,
1764,NMF,H3K27me3,PairedTag_Zhu_2021,1000,filtered_cell_q_50_100,0.2059056762509092,0.043404701675817,0.2668483225178128,0.0827943080835779,-0.1661042053215153,,
1765,TFIDF-NMF,H3K27me3,PairedTag_Zhu_2021,1000,filtered_cell_q_50_100,0.4611272230614838,0.2439496565161772,0.4575232311655297,0.2813409625913289,0.0249355145645703,,
1766,NMF,H3K27me3,PairedTag_Zhu_2021,10,filtered_cell_q_50_100,0.0384594093161461,0.0066896131771727,0.0378351875753327,0.005539728804547,-0.3847895660921204,,
1767,TFIDF-NMF,H3K27me3,PairedTag_Zhu_2021,10,filtered_cell_q_50_100,0.4072271849407266,0.2353173946321046,0.4237376027764912,0.2587573018770988,0.0176164077208018,,
1768,NMF,H3K27me3,PairedTag_Zhu_2021,50,filtered_cell_q_50_100,0.2501487308392214,0.0828042389372426,0.2925964063114151,0.1099121003112317,-0.2214015287074088,,
1769,TFIDF-NMF,H3K27me3,PairedTag_Zhu_2021,50,filtered_cell_q_50_100,0.4270512868546458,0.2320954690845425,0.4608878548646795,0.2810041288380175,0.0189739932638428,,
1770,NMF,H3K27me3,PairedTag_Zhu_2021,20,filtered_cell_q_50_100,0.1133768409478125,0.0150105288868094,0.1469467572933023,0.0335497891430973,-0.3421848362124442,,
1771,TFIDF-NMF,H3K27me3,PairedTag_Zhu_2021,20,filtered_cell_q_50_100,0.4181771222845173,0.2492776852680249,0.422731035488763,0.255837494256342,0.016209441314877,,
1772,NMF,H3K27me3,PairedTag_Zhu_2021,100,filtered_cell_q_50_100,0.2802265463518564,0.0704821755043987,0.3276366455454131,0.1158502221498489,-0.2270860309684051,,
1773,TFIDF-NMF,H3K27me3,PairedTag_Zhu_2021,100,filtered_cell_q_50_100,0.439884021921675,0.3039185690781152,0.4673386565765819,0.3112969480862578,0.0248415605824465,,
1774,NMF,H3K27me3,PairedTag_Zhu_2021,300,filtered_cell_q_50_100,0.2129054084944145,0.0540079434942643,0.2223718720324022,0.0928170513167924,-0.1410873379505441,,
1775,TFIDF-NMF,H3K27me3,PairedTag_Zhu_2021,300,filtered_cell_q_50_100,0.4722686598130884,0.2877110027450624,0.4658594640810274,0.2906063359890116,0.0389593114273379,,
1776,NMF,H3K27me3,PairedTag_Zhu_2021,200,filtered_cell_q_50_100,0.2479814679206188,0.062822694285262,0.2923095183416764,0.1011904245015995,-0.1650845222882088,,
1777,TFIDF-NMF,H3K27me3,PairedTag_Zhu_2021,200,filtered_cell_q_50_100,0.4802005291640935,0.2975331026734527,0.4845920347813992,0.3239573455580128,0.0450952577835163,,
1778,NMF,H3K27me3,PairedTag_Zhu_2021,30,filtered_cell_q_50_100,0.1904009980562675,0.0402846289143225,0.2160908313554182,0.0783424775389833,-0.3095636371988308,,
1779,TFIDF-NMF,H3K27me3,PairedTag_Zhu_2021,30,filtered_cell_q_50_100,0.4379016880938796,0.2508084091597949,0.4457639733502344,0.2659946613559599,0.0237441979831142,,
1780,Chromscape_LSI,H3K4me3,PairedTag_Zhu_2021,500,raw,0.3144525670895703,0.1681106880714518,0.2684503781913522,0.1398556513662573,-0.0583747877991396,0.2748926069448034,0.1864657706402581
1781,Chromscape_PCA,H3K4me3,PairedTag_Zhu_2021,500,raw,0.0254471027299869,0.0145515707152911,0.0182971727741719,0.0092264017463402,-0.1414794539460873,0.0161917207335345,0.0043934691864096
1782,Signac,H3K4me3,PairedTag_Zhu_2021,500,raw,0.1668108653690624,0.0669925284863711,0.1100322167599868,0.0311543490564976,-0.0730632663368896,0.0936450920232732,0.0419026445622052
1783,SnapATAC,H3K4me3,PairedTag_Zhu_2021,500,raw,0.2017265530939433,0.0811097323406516,0.1816644118413044,0.0685980604833693,-0.0799549140670551,0.1979863805786991,0.0877747421425791
1784,cisTopic,H3K4me3,PairedTag_Zhu_2021,500,raw,0.1552639777264261,0.0482874775528361,0.1427171249063472,0.0466712377319805,-0.0686508716264156,0.1600095910416784,0.0717944328601497
1785,PeakVI,H3K4me3,PairedTag_Zhu_2021,500,raw,0.1229665226288087,0.0483085958817248,0.116330550167135,0.0487002547871864,-0.0680467011075574,0.0553729426474599,0.0127183473545972
1786,SCALE,H3K4me3,PairedTag_Zhu_2021,500,raw,0.1780708329126622,0.070860131996106,0.1568147913959939,0.0636202184493516,-0.0791706675711664,0.0988389395996364,0.0053322239445097
1787,NMF,H3K4me3,PairedTag_Zhu_2021,500,raw,0.0708074345894311,0.0149401907114759,0.0561366695679899,0.0015620557206028,-0.2146957526585673,0.1019678563331126,0.0494491992122578
1788,TFIDF-NMF,H3K4me3,PairedTag_Zhu_2021,500,raw,0.2055277724929817,0.0977670648739009,0.1967384911532319,0.0865606441426709,-0.0501332006937026,0.2005093897393925,0.0878504052739855
1789,Chromscape_LSI,H3K4me3,PairedTag_Zhu_2021,1000,raw,0.253387214778406,0.12098108859018,0.2186238177815984,0.1326907585477953,-0.0506217471543582,0.2116335317861854,0.1288213779202842
1790,Chromscape_PCA,H3K4me3,PairedTag_Zhu_2021,1000,raw,0.0265939826560611,0.012670817252676,0.0148484273608832,0.0042871218558994,-0.132166025905989,0.0121995020678394,0.002837214379556
1791,Signac,H3K4me3,PairedTag_Zhu_2021,1000,raw,0.1513414868590567,0.0672213312706848,0.0712571988036496,0.0193491092365162,-0.0400974360303873,0.0588925297560633,0.0375562551422027
1792,SnapATAC,H3K4me3,PairedTag_Zhu_2021,1000,raw,0.1787798564684799,0.0678205273518536,0.1511241431486977,0.0539846451828107,-0.0873335121067781,0.0754601591737755,0.0272876641756056
1793,cisTopic,H3K4me3,PairedTag_Zhu_2021,1000,raw,0.1055839904487514,0.0324732064753836,0.0872209433227968,0.0272812160902015,-0.0450441723783087,0.0643571488059689,0.0216334319092462
1794,PeakVI,H3K4me3,PairedTag_Zhu_2021,1000,raw,0.0943981442137057,0.032002381163843,0.0855654078351574,0.0326915218924759,-0.084086332108578,0.0665998607500754,0.0127248509536611
1795,SCALE,H3K4me3,PairedTag_Zhu_2021,1000,raw,0.1410329453576597,0.0504507413714049,0.1318560583701407,0.0463108214831925,-0.1055155016882517,0.0542123734438602,0.0047720463455702
1796,NMF,H3K4me3,PairedTag_Zhu_2021,1000,raw,0.0779371906144113,0.0182189579621216,0.0774672857421987,0.0194500906248229,-0.2064318508587148,0.1032412445763472,0.0806801795049284
1797,TFIDF-NMF,H3K4me3,PairedTag_Zhu_2021,1000,raw,0.1869162366633883,0.1006260076448586,0.1752628301318564,0.0863662578325772,-0.0561753413028661,0.1714834605435874,0.1273545040493724
1798,Chromscape_LSI,H3K4me3,PairedTag_Zhu_2021,10,raw,0.0312007092927962,0.0059753093793794,0.0293399516166984,0.0056740231016984,-0.2337429275244674,0.0514856556678812,0.0159931626517356
1799,Chromscape_PCA,H3K4me3,PairedTag_Zhu_2021,10,raw,0.1667700437046978,0.0590120766983302,0.1645527270982095,0.0572919956122646,-0.1741852453907377,0.1304786064894303,0.0631272385287665
1800,Signac,H3K4me3,PairedTag_Zhu_2021,10,raw,-0.0005936810254281,-0.0002936487137266,-0.0006763521726334,-0.0004031445373396,-0.245232195687816,0.1958281394735897,0.0848488418029493
1801,SnapATAC,H3K4me3,PairedTag_Zhu_2021,10,raw,0.22202368160345,0.0895231897655257,0.2016719010790288,0.0742430787639668,-0.0606519481777505,0.1989072987061682,0.0779739994784706
1802,cisTopic,H3K4me3,PairedTag_Zhu_2021,10,raw,0.1804807279595331,0.0630413762296117,0.1790361093860749,0.0679650963440164,-0.0645384020473554,0.1887302122835912,0.0882179295048329
1803,NMF,H3K4me3,PairedTag_Zhu_2021,10,raw,0.0334663102483965,0.0110881246758486,0.0297674853608665,0.008468977645181,-0.2910019951126492,0.0005936578729767,-0.0010419409009213
1804,TFIDF-NMF,H3K4me3,PairedTag_Zhu_2021,10,raw,0.2477626309495848,0.1182501213355947,0.2416339919901291,0.1232394674589725,-0.0555301512566226,0.2459115594598165,0.1936383809058856
1805,Chromscape_LSI,H3K4me3,PairedTag_Zhu_2021,50,raw,0.2254843452598102,0.1010414010623041,0.2303562143550123,0.0771236276436119,-0.1789193195080436,0.2217118401587341,0.1052320970336386
1806,Chromscape_PCA,H3K4me3,PairedTag_Zhu_2021,50,raw,0.0324731589095462,0.0148906677893133,0.0111979516882802,0.0017319526900774,-0.1884047469618798,0.0142798012083141,-0.000581340140449
1807,Signac,H3K4me3,PairedTag_Zhu_2021,50,raw,-0.0006629967348244,-0.0003084062103922,-0.0005831249303511,-0.0004234450637738,-0.1713473932695328,0.2594161030819248,0.1584520175786162
1808,SnapATAC,H3K4me3,PairedTag_Zhu_2021,50,raw,0.2323201431782978,0.0948786194600317,0.2179368938173674,0.0839492892334102,-0.0638856244489494,0.2178552811210814,0.0878646372218295
1809,cisTopic,H3K4me3,PairedTag_Zhu_2021,50,raw,0.1964159686477216,0.0772722103451208,0.1867476301380697,0.0701447455232693,-0.0460777456957871,0.2061778085247074,0.0913444469641738
1810,PeakVI,H3K4me3,PairedTag_Zhu_2021,50,raw,0.0809265797990099,0.0326462384748528,0.0664466398472617,0.0268181353870678,-0.0503677882202139,0.0044177833937774,0.0013767795955209
1811,SCALE,H3K4me3,PairedTag_Zhu_2021,50,raw,0.2086284453343849,0.0793653203584387,0.1974235990089241,0.0745737253547382,-0.0710465778289382,0.0852991000489581,0.004754410998606
1812,NMF,H3K4me3,PairedTag_Zhu_2021,50,raw,0.0407371523656405,0.0129738346904871,0.0371943429991334,0.0116560210602237,-0.2816971154727427,0.0129521482617049,-0.0049909424757855
1813,TFIDF-NMF,H3K4me3,PairedTag_Zhu_2021,50,raw,0.2762085713161157,0.1408079556110769,0.2588017456082226,0.143373682232979,-0.047195581366683,0.2691648217581078,0.1745784619656192
1814,Chromscape_LSI,H3K4me3,PairedTag_Zhu_2021,20,raw,0.181103903400823,0.0733148512384557,0.1737286704585957,0.0652905302547807,-0.2234368634852141,0.1701096614886497,0.0649597110762025
1815,Chromscape_PCA,H3K4me3,PairedTag_Zhu_2021,20,raw,0.1103347042274197,0.0472259878522463,0.0815089378416033,0.0362591287146619,-0.1791128681632923,0.0437299919764757,0.0111737766919707
1816,Signac,H3K4me3,PairedTag_Zhu_2021,20,raw,-0.0008561970308343,-0.0004146601863848,-0.0007374451246983,-0.0003715534858215,-0.21678733197922,0.2230217260857145,0.0938372186315469
1817,SnapATAC,H3K4me3,PairedTag_Zhu_2021,20,raw,0.2225757119030842,0.0892155336810443,0.2049567897398364,0.0716677502501023,-0.0587928833269287,0.2118374128141098,0.0839129391220947
1818,cisTopic,H3K4me3,PairedTag_Zhu_2021,20,raw,0.1979458842880255,0.0662469319052642,0.1863978300939978,0.0568385010104973,-0.0614877728072401,0.2075423229497611,0.0987850999277702
1819,PeakVI,H3K4me3,PairedTag_Zhu_2021,20,raw,0.0179807437993961,0.0058444523947928,0.0130663316669319,0.0053731492871618,-0.0447523493730735,0.001970822268046,0.0001291532720348
1820,SCALE,H3K4me3,PairedTag_Zhu_2021,20,raw,0.2305727799000863,0.0952316337783988,0.2203192139725689,0.0996800741087417,-0.059494109413134,0.2516157990189668,0.1024737219985092
1821,NMF,H3K4me3,PairedTag_Zhu_2021,20,raw,0.0321711207866273,0.0098828857543686,0.0281639066010689,0.0051801136643605,-0.2991928293784744,0.0020478733756377,-0.0025141245914718
1822,TFIDF-NMF,H3K4me3,PairedTag_Zhu_2021,20,raw,0.2864868884619919,0.1452087870537198,0.269922025166919,0.1373303322005153,-0.0594879027602085,0.297698737740751,0.2147607207982861
1823,Chromscape_LSI,H3K4me3,PairedTag_Zhu_2021,100,raw,0.2772200120657103,0.1476588243181216,0.2955492465627516,0.1569981622646821,-0.1252017025406923,0.2520582092775827,0.1373288158088907
1824,Chromscape_PCA,H3K4me3,PairedTag_Zhu_2021,100,raw,0.0335413168260389,0.0128468519824943,0.0193683808143012,0.0016932156784516,-0.1632263667440552,0.0197688586911589,0.004463109207501
1825,Signac,H3K4me3,PairedTag_Zhu_2021,100,raw,0.0985518816657946,0.0134337865471489,-0.0005936689624635,-0.0004025288898014,-0.1480312420578224,0.2938811180737003,0.1804013741468132
1826,SnapATAC,H3K4me3,PairedTag_Zhu_2021,100,raw,0.2380024831479065,0.1009984978536454,0.2200531098104975,0.0797181370631955,-0.0671451641287202,0.2330351490104494,0.0985425497542957
1827,cisTopic,H3K4me3,PairedTag_Zhu_2021,100,raw,0.1868260463064895,0.0588671260277302,0.1741273415566833,0.0595060295162254,-0.0729917854722079,0.1950423434584627,0.0832654039929246
1828,PeakVI,H3K4me3,PairedTag_Zhu_2021,100,raw,0.1101206689080046,0.0453359392680944,0.0997109032823835,0.0407219300628239,-0.0502056147795215,0.0142768057722649,8.42688453974244e-05
1829,SCALE,H3K4me3,PairedTag_Zhu_2021,100,raw,0.2479392334514672,0.1119606768364893,0.220969819179349,0.0859695502925184,-0.0603179124251739,0.0807478102894625,-0.0001378718150705
1830,NMF,H3K4me3,PairedTag_Zhu_2021,100,raw,0.1078664736007954,0.0274565837706737,0.1070703696212844,0.0227434288527101,-0.2485191478095208,0.1662453404218603,0.0566645060695892
1831,TFIDF-NMF,H3K4me3,PairedTag_Zhu_2021,100,raw,0.32593042700989,0.1770886562825678,0.3105880319760334,0.1877881070058131,-0.0423415232013351,0.319190948060621,0.2465554117900199
1832,Chromscape_LSI,H3K4me3,PairedTag_Zhu_2021,300,raw,0.331044104315078,0.1833852360949005,0.2939307021182254,0.1374623503777953,-0.0698760495121691,0.3040677040916406,0.2092352199202009
